#         t          x          y          z         vx         vy         vz
      0.000    -98.600   -119.990   -127.780    -28.430    173.920     93.230
      0.001    -98.628   -119.816   -127.687    -28.360    173.995     93.315
      0.002    -98.657   -119.642   -127.593    -28.290    174.070     93.399
      0.003    -98.685   -119.468   -127.500    -28.219    174.145     93.484
      0.004    -98.713   -119.294   -127.406    -28.148    174.219     93.569
      0.005    -98.741   -119.119   -127.313    -28.078    174.294     93.654
      0.006    -98.769   -118.945   -127.219    -28.007    174.369     93.739
      0.007    -98.797   -118.771   -127.125    -27.936    174.444     93.825
      0.008    -98.825   -118.596   -127.031    -27.865    174.519     93.910
      0.009    -98.853   -118.422   -126.937    -27.793    174.594     93.995
      0.010    -98.881   -118.247   -126.843    -27.722    174.670     94.081
      0.011    -98.908   -118.072   -126.749    -27.650    174.745     94.167
      0.012    -98.936   -117.898   -126.655    -27.578    174.820     94.252
      0.013    -98.964   -117.723   -126.561    -27.506    174.895     94.338
      0.014    -98.991   -117.548   -126.466    -27.434    174.970     94.424
      0.015    -99.018   -117.373   -126.372    -27.362    175.045     94.510
      0.016    -99.046   -117.198   -126.277    -27.289    175.121     94.596
      0.017    -99.073   -117.023   -126.183    -27.217    175.196     94.683
      0.018    -99.100   -116.847   -126.088    -27.144    175.271     94.769
      0.019    -99.127   -116.672   -125.993    -27.071    175.347     94.856
      0.020    -99.154   -116.497   -125.898    -26.998    175.422     94.942
      0.021    -99.181   -116.321   -125.803    -26.925    175.497     95.029
      0.022    -99.208   -116.146   -125.708    -26.851    175.573     95.115
      0.023    -99.235   -115.970   -125.613    -26.778    175.648     95.202
      0.024    -99.262   -115.794   -125.518    -26.704    175.724     95.289
      0.025    -99.288   -115.619   -125.423    -26.630    175.799     95.376
      0.026    -99.315   -115.443   -125.327    -26.556    175.875     95.464
      0.027    -99.342   -115.267   -125.232    -26.482    175.950     95.551
      0.028    -99.368   -115.091   -125.136    -26.408    176.026     95.638
      0.029    -99.394   -114.915   -125.040    -26.333    176.101     95.726
      0.030    -99.421   -114.739   -124.945    -26.259    176.177     95.813
      0.031    -99.447   -114.562   -124.849    -26.184    176.253     95.901
      0.032    -99.473   -114.386   -124.753    -26.109    176.328     95.989
      0.033    -99.499   -114.210   -124.657    -26.034    176.404     96.077
      0.034    -99.525   -114.033   -124.561    -25.959    176.480     96.165
      0.035    -99.551   -113.857   -124.464    -25.883    176.556     96.253
      0.036    -99.577   -113.680   -124.368    -25.808    176.631     96.341
      0.037    -99.603   -113.504   -124.272    -25.732    176.707     96.429
      0.038    -99.628   -113.327   -124.175    -25.656    176.783     96.518
      0.039    -99.654   -113.150   -124.079    -25.580    176.859     96.606
      0.040    -99.680   -112.973   -123.982    -25.503    176.935     96.695
      0.041    -99.705   -112.796   -123.885    -25.427    177.011     96.784
      0.042    -99.730   -112.619   -123.788    -25.350    177.087     96.872
      0.043    -99.756   -112.442   -123.692    -25.274    177.163     96.961
      0.044    -99.781   -112.265   -123.595    -25.197    177.239     97.050
      0.045    -99.806   -112.087   -123.497    -25.120    177.315     97.140
      0.046    -99.831   -111.910   -123.400    -25.042    177.391     97.229
      0.047    -99.856   -111.733   -123.303    -24.965    177.467     97.318
      0.048    -99.881   -111.555   -123.206    -24.887    177.543     97.408
      0.049    -99.906   -111.378   -123.108    -24.810    177.619     97.497
      0.050    -99.931   -111.200   -123.011    -24.732    177.695     97.587
      0.051    -99.955   -111.022   -122.913    -24.654    177.771     97.677
      0.052    -99.980   -110.844   -122.815    -24.575    177.847     97.767
      0.053   -100.005   -110.666   -122.717    -24.497    177.924     97.857
      0.054   -100.029   -110.489   -122.620    -24.418    178.000     97.947
      0.055   -100.053   -110.310   -122.522    -24.339    178.076     98.037
      0.056   -100.078   -110.132   -122.424    -24.260    178.152     98.127
      0.057   -100.102   -109.954   -122.325    -24.181    178.229     98.218
      0.058   -100.126   -109.776   -122.227    -24.102    178.305     98.308
      0.059   -100.150   -109.598   -122.129    -24.022    178.381     98.399
      0.060   -100.174   -109.419   -122.030    -23.943    178.458     98.490
      0.061   -100.198   -109.241   -121.932    -23.863    178.534     98.581
      0.062   -100.222   -109.062   -121.833    -23.783    178.611     98.672
      0.063   -100.246   -108.883   -121.734    -23.703    178.687     98.763
      0.064   -100.269   -108.705   -121.636    -23.622    178.764     98.854
      0.065   -100.293   -108.526   -121.537    -23.542    178.840     98.945
      0.066   -100.316   -108.347   -121.438    -23.461    178.917     99.037
      0.067   -100.340   -108.168   -121.339    -23.380    178.993     99.128
      0.068   -100.363   -107.989   -121.239    -23.299    179.070     99.220
      0.069   -100.386   -107.810   -121.140    -23.218    179.146     99.312
      0.070   -100.409   -107.631   -121.041    -23.137    179.223     99.403
      0.071   -100.433   -107.451   -120.941    -23.055    179.299     99.495
      0.072   -100.456   -107.272   -120.842    -22.973    179.376     99.587
      0.073   -100.479   -107.093   -120.742    -22.891    179.453     99.680
      0.074   -100.501   -106.913   -120.642    -22.809    179.529     99.772
      0.075   -100.524   -106.734   -120.543    -22.727    179.606     99.864
      0.076   -100.547   -106.554   -120.443    -22.644    179.683     99.957
      0.077   -100.569   -106.374   -120.343    -22.562    179.760    100.050
      0.078   -100.592   -106.195   -120.243    -22.479    179.836    100.142
      0.079   -100.614   -106.015   -120.142    -22.396    179.913    100.235
      0.080   -100.637   -105.835   -120.042    -22.312    179.990    100.328
      0.081   -100.659   -105.655   -119.942    -22.229    180.067    100.421
      0.082   -100.681   -105.475   -119.841    -22.145    180.144    100.514
      0.083   -100.703   -105.294   -119.741    -22.062    180.221    100.608
      0.084   -100.725   -105.114   -119.640    -21.978    180.298    100.701
      0.085   -100.747   -104.934   -119.539    -21.894    180.374    100.795
      0.086   -100.769   -104.753   -119.439    -21.809    180.451    100.888
      0.087   -100.791   -104.573   -119.338    -21.725    180.528    100.982
      0.088   -100.813   -104.392   -119.237    -21.640    180.605    101.076
      0.089   -100.834   -104.212   -119.135    -21.555    180.682    101.170
      0.090   -100.856   -104.031   -119.034    -21.470    180.759    101.264
      0.091   -100.877   -103.850   -118.933    -21.385    180.836    101.358
      0.092   -100.898   -103.669   -118.831    -21.299    180.913    101.453
      0.093   -100.920   -103.488   -118.730    -21.213    180.991    101.547
      0.094   -100.941   -103.307   -118.628    -21.128    181.068    101.642
      0.095   -100.962   -103.126   -118.527    -21.042    181.145    101.736
      0.096   -100.983   -102.945   -118.425    -20.955    181.222    101.831
      0.097   -101.004   -102.764   -118.323    -20.869    181.299    101.926
      0.098   -101.025   -102.582   -118.221    -20.782    181.376    102.021
      0.099   -101.045   -102.401   -118.119    -20.695    181.453    102.116
      0.100   -101.066   -102.219   -118.017    -20.608    181.531    102.212
      0.101   -101.087   -102.038   -117.915    -20.521    181.608    102.307
      0.102   -101.107   -101.856   -117.812    -20.434    181.685    102.402
      0.103   -101.128   -101.675   -117.710    -20.346    181.762    102.498
      0.104   -101.148   -101.493   -117.607    -20.258    181.840    102.594
      0.105   -101.168   -101.311   -117.505    -20.170    181.917    102.690
      0.106   -101.188   -101.129   -117.402    -20.082    181.994    102.786
      0.107   -101.208   -100.947   -117.299    -19.994    182.071    102.882
      0.108   -101.228   -100.765   -117.196    -19.905    182.149    102.978
      0.109   -101.248   -100.583   -117.093    -19.816    182.226    103.074
      0.110   -101.268   -100.400   -116.990    -19.727    182.303    103.171
      0.111   -101.287   -100.218   -116.887    -19.638    182.381    103.267
      0.112   -101.307   -100.036   -116.783    -19.549    182.458    103.364
      0.113   -101.327    -99.853   -116.680    -19.459    182.536    103.461
      0.114   -101.346    -99.670   -116.576    -19.369    182.613    103.558
      0.115   -101.365    -99.488   -116.473    -19.279    182.691    103.655
      0.116   -101.385    -99.305   -116.369    -19.189    182.768    103.752
      0.117   -101.404    -99.122   -116.265    -19.099    182.845    103.849
      0.118   -101.423    -98.939   -116.161    -19.008    182.923    103.946
      0.119   -101.442    -98.756   -116.057    -18.917    183.000    104.044
      0.120   -101.461    -98.573   -115.953    -18.826    183.078    104.142
      0.121   -101.479    -98.390   -115.849    -18.735    183.156    104.239
      0.122   -101.498    -98.207   -115.745    -18.644    183.233    104.337
      0.123   -101.517    -98.024   -115.641    -18.552    183.311    104.435
      0.124   -101.535    -97.840   -115.536    -18.460    183.388    104.533
      0.125   -101.554    -97.657   -115.431    -18.368    183.466    104.632
      0.126   -101.572    -97.474   -115.327    -18.276    183.543    104.730
      0.127   -101.590    -97.290   -115.222    -18.184    183.621    104.828
      0.128   -101.608    -97.106   -115.117    -18.091    183.699    104.927
      0.129   -101.626    -96.923   -115.012    -17.998    183.776    105.026
      0.130   -101.644    -96.739   -114.907    -17.905    183.854    105.124
      0.131   -101.662    -96.555   -114.802    -17.812    183.931    105.223
      0.132   -101.680    -96.371   -114.697    -17.718    184.009    105.323
      0.133   -101.698    -96.187   -114.591    -17.624    184.087    105.422
      0.134   -101.715    -96.003   -114.486    -17.530    184.165    105.521
      0.135   -101.733    -95.819   -114.380    -17.436    184.242    105.620
      0.136   -101.750    -95.634   -114.275    -17.342    184.320    105.720
      0.137   -101.767    -95.450   -114.169    -17.247    184.398    105.820
      0.138   -101.784    -95.265   -114.063    -17.152    184.475    105.920
      0.139   -101.802    -95.081   -113.957    -17.057    184.553    106.020
      0.140   -101.819    -94.896   -113.851    -16.962    184.631    106.120
      0.141   -101.836    -94.712   -113.745    -16.867    184.709    106.220
      0.142   -101.852    -94.527   -113.638    -16.771    184.786    106.320
      0.143   -101.869    -94.342   -113.532    -16.675    184.864    106.421
      0.144   -101.886    -94.157   -113.426    -16.579    184.942    106.521
      0.145   -101.902    -93.972   -113.319    -16.483    185.020    106.622
      0.146   -101.919    -93.787   -113.212    -16.386    185.098    106.723
      0.147   -101.935    -93.602   -113.106    -16.289    185.175    106.824
      0.148   -101.951    -93.417   -112.999    -16.192    185.253    106.925
      0.149   -101.967    -93.232   -112.892    -16.095    185.331    107.026
      0.150   -101.983    -93.046   -112.785    -15.997    185.409    107.127
      0.151   -101.999    -92.861   -112.677    -15.900    185.487    107.229
      0.152   -102.015    -92.675   -112.570    -15.802    185.564    107.330
      0.153   -102.031    -92.490   -112.463    -15.704    185.642    107.432
      0.154   -102.047    -92.304   -112.355    -15.605    185.720    107.534
      0.155   -102.062    -92.118   -112.248    -15.507    185.798    107.636
      0.156   -102.078    -91.932   -112.140    -15.408    185.876    107.738
      0.157   -102.093    -91.746   -112.032    -15.309    185.954    107.840
      0.158   -102.108    -91.560   -111.924    -15.210    186.032    107.942
      0.159   -102.123    -91.374   -111.816    -15.110    186.110    108.045
      0.160   -102.138    -91.188   -111.708    -15.010    186.187    108.147
      0.161   -102.153    -91.002   -111.600    -14.910    186.265    108.250
      0.162   -102.168    -90.816   -111.492    -14.810    186.343    108.353
      0.163   -102.183    -90.629   -111.383    -14.710    186.421    108.456
      0.164   -102.198    -90.443   -111.275    -14.609    186.499    108.559
      0.165   -102.212    -90.256   -111.166    -14.508    186.577    108.662
      0.166   -102.227    -90.070   -111.058    -14.407    186.655    108.765
      0.167   -102.241    -89.883   -110.949    -14.306    186.733    108.869
      0.168   -102.255    -89.696   -110.840    -14.204    186.811    108.972
      0.169   -102.269    -89.509   -110.731    -14.102    186.889    109.076
      0.170   -102.284    -89.322   -110.622    -14.000    186.967    109.180
      0.171   -102.297    -89.135   -110.512    -13.898    187.044    109.284
      0.172   -102.311    -88.948   -110.403    -13.795    187.122    109.388
      0.173   -102.325    -88.761   -110.294    -13.693    187.200    109.492
      0.174   -102.339    -88.574   -110.184    -13.590    187.278    109.597
      0.175   -102.352    -88.387   -110.074    -13.486    187.356    109.701
      0.176   -102.366    -88.199   -109.965    -13.383    187.434    109.806
      0.177   -102.379    -88.012   -109.855    -13.279    187.512    109.911
      0.178   -102.392    -87.824   -109.745    -13.175    187.590    110.016
      0.179   -102.405    -87.637   -109.635    -13.071    187.668    110.121
      0.180   -102.418    -87.449   -109.525    -12.966    187.746    110.226
      0.181   -102.431    -87.261   -109.414    -12.862    187.824    110.331
      0.182   -102.444    -87.073   -109.304    -12.757    187.902    110.437
      0.183   -102.457    -86.885   -109.193    -12.652    187.980    110.542
      0.184   -102.469    -86.697   -109.083    -12.546    188.058    110.648
      0.185   -102.482    -86.509   -108.972    -12.440    188.135    110.754
      0.186   -102.494    -86.321   -108.861    -12.334    188.213    110.860
      0.187   -102.507    -86.133   -108.750    -12.228    188.291    110.966
      0.188   -102.519    -85.944   -108.639    -12.122    188.369    111.072
      0.189   -102.531    -85.756   -108.528    -12.015    188.447    111.178
      0.190   -102.543    -85.567   -108.417    -11.908    188.525    111.285
      0.191   -102.555    -85.379   -108.306    -11.801    188.603    111.392
      0.192   -102.566    -85.190   -108.194    -11.693    188.681    111.498
      0.193   -102.578    -85.002   -108.083    -11.586    188.759    111.605
      0.194   -102.590    -84.813   -107.971    -11.478    188.837    111.712
      0.195   -102.601    -84.624   -107.859    -11.369    188.914    111.819
      0.196   -102.612    -84.435   -107.747    -11.261    188.992    111.927
      0.197   -102.624    -84.246   -107.635    -11.152    189.070    112.034
      0.198   -102.635    -84.057   -107.523    -11.043    189.148    112.142
      0.199   -102.646    -83.868   -107.411    -10.934    189.226    112.249
      0.200   -102.656    -83.678   -107.299    -10.825    189.304    112.357
      0.201   -102.667    -83.489   -107.186    -10.715    189.382    112.465
      0.202   -102.678    -83.300   -107.074    -10.605    189.459    112.573
      0.203   -102.688    -83.110   -106.961    -10.494    189.537    112.682
      0.204   -102.699    -82.920   -106.849    -10.384    189.615    112.790
      0.205   -102.709    -82.731   -106.736    -10.273    189.693    112.899
      0.206   -102.719    -82.541   -106.623    -10.162    189.771    113.007
      0.207   -102.730    -82.351   -106.510    -10.051    189.848    113.116
      0.208   -102.740    -82.161   -106.397     -9.939    189.926    113.225
      0.209   -102.749    -81.971   -106.283     -9.827    190.004    113.334
      0.210   -102.759    -81.781   -106.170     -9.715    190.082    113.443
      0.211   -102.769    -81.591   -106.056     -9.603    190.159    113.553
      0.212   -102.778    -81.401   -105.943     -9.490    190.237    113.662
      0.213   -102.788    -81.211   -105.829     -9.377    190.315    113.772
      0.214   -102.797    -81.020   -105.715     -9.264    190.392    113.881
      0.215   -102.806    -80.830   -105.601     -9.150    190.470    113.991
      0.216   -102.815    -80.640   -105.487     -9.037    190.548    114.101
      0.217   -102.824    -80.449   -105.373     -8.923    190.625    114.212
      0.218   -102.833    -80.258   -105.259     -8.808    190.703    114.322
      0.219   -102.842    -80.068   -105.144     -8.694    190.781    114.432
      0.220   -102.851    -79.877   -105.030     -8.579    190.858    114.543
      0.221   -102.859    -79.686   -104.915     -8.464    190.936    114.654
      0.222   -102.868    -79.495   -104.801     -8.348    191.014    114.765
      0.223   -102.876    -79.304   -104.686     -8.233    191.091    114.876
      0.224   -102.884    -79.113   -104.571     -8.117    191.169    114.987
      0.225   -102.892    -78.921   -104.456     -8.001    191.246    115.098
      0.226   -102.900    -78.730   -104.341     -7.884    191.324    115.209
      0.227   -102.908    -78.539   -104.225     -7.767    191.401    115.321
      0.228   -102.916    -78.347   -104.110     -7.650    191.479    115.433
      0.229   -102.923    -78.156   -103.995     -7.533    191.556    115.545
      0.230   -102.931    -77.964   -103.879     -7.415    191.634    115.657
      0.231   -102.938    -77.773   -103.763     -7.297    191.711    115.769
      0.232   -102.945    -77.581   -103.647     -7.179    191.788    115.881
      0.233   -102.952    -77.389   -103.532     -7.061    191.866    115.993
      0.234   -102.959    -77.197   -103.415     -6.942    191.943    116.106
      0.235   -102.966    -77.005   -103.299     -6.823    192.020    116.219
      0.236   -102.973    -76.813   -103.183     -6.703    192.098    116.331
      0.237   -102.980    -76.621   -103.067     -6.584    192.175    116.444
      0.238   -102.986    -76.429   -102.950     -6.464    192.252    116.558
      0.239   -102.993    -76.236   -102.834     -6.344    192.330    116.671
      0.240   -102.999    -76.044   -102.717     -6.223    192.407    116.784
      0.241   -103.005    -75.852   -102.600     -6.102    192.484    116.898
      0.242   -103.011    -75.659   -102.483     -5.981    192.561    117.012
      0.243   -103.017    -75.466   -102.366     -5.860    192.638    117.125
      0.244   -103.023    -75.274   -102.249     -5.738    192.715    117.239
      0.245   -103.028    -75.081   -102.131     -5.616    192.793    117.353
      0.246   -103.034    -74.888   -102.014     -5.494    192.870    117.468
      0.247   -103.039    -74.695   -101.897     -5.371    192.947    117.582
      0.248   -103.045    -74.502   -101.779     -5.249    193.024    117.697
      0.249   -103.050    -74.309   -101.661     -5.125    193.101    117.811
      0.250   -103.055    -74.116   -101.543     -5.002    193.178    117.926
      0.251   -103.060    -73.923   -101.425     -4.878    193.255    118.041
      0.252   -103.065    -73.730   -101.307     -4.754    193.331    118.156
      0.253   -103.069    -73.536   -101.189     -4.630    193.408    118.272
      0.254   -103.074    -73.343   -101.071     -4.505    193.485    118.387
      0.255   -103.078    -73.149   -100.952     -4.380    193.562    118.503
      0.256   -103.083    -72.956   -100.834     -4.255    193.639    118.618
      0.257   -103.087    -72.762   -100.715     -4.129    193.716    118.734
      0.258   -103.091    -72.568   -100.596     -4.003    193.792    118.850
      0.259   -103.095    -72.374   -100.477     -3.877    193.869    118.967
      0.260   -103.099    -72.180   -100.358     -3.751    193.946    119.083
      0.261   -103.103    -71.986   -100.239     -3.624    194.022    119.199
      0.262   -103.106    -71.792   -100.120     -3.497    194.099    119.316
      0.263   -103.110    -71.598   -100.000     -3.369    194.175    119.433
      0.264   -103.113    -71.404    -99.881     -3.242    194.252    119.550
      0.265   -103.116    -71.210    -99.761     -3.114    194.328    119.667
      0.266   -103.119    -71.015    -99.642     -2.985    194.405    119.784
      0.267   -103.122    -70.821    -99.522     -2.856    194.481    119.901
      0.268   -103.125    -70.626    -99.402     -2.727    194.557    120.019
      0.269   -103.127    -70.432    -99.282     -2.598    194.634    120.136
      0.270   -103.130    -70.237    -99.162     -2.469    194.710    120.254
      0.271   -103.132    -70.042    -99.041     -2.339    194.786    120.372
      0.272   -103.135    -69.848    -98.921     -2.208    194.862    120.490
      0.273   -103.137    -69.653    -98.800     -2.078    194.939    120.608
      0.274   -103.139    -69.458    -98.680     -1.947    195.015    120.727
      0.275   -103.141    -69.263    -98.559     -1.816    195.091    120.845
      0.276   -103.142    -69.068    -98.438     -1.684    195.167    120.964
      0.277   -103.144    -68.872    -98.317     -1.552    195.243    121.083
      0.278   -103.146    -68.677    -98.196     -1.420    195.319    121.202
      0.279   -103.147    -68.482    -98.074     -1.287    195.395    121.321
      0.280   -103.148    -68.286    -97.953     -1.154    195.471    121.440
      0.281   -103.149    -68.091    -97.832     -1.021    195.546    121.559
      0.282   -103.150    -67.895    -97.710     -0.888    195.622    121.679
      0.283   -103.151    -67.700    -97.588     -0.754    195.698    121.799
      0.284   -103.152    -67.504    -97.466     -0.620    195.773    121.918
      0.285   -103.152    -67.308    -97.344     -0.485    195.849    122.038
      0.286   -103.153    -67.112    -97.222     -0.350    195.925    122.159
      0.287   -103.153    -66.916    -97.100     -0.215    196.000    122.279
      0.288   -103.153    -66.720    -96.978     -0.079    196.076    122.399
      0.289   -103.153    -66.524    -96.855      0.056    196.151    122.520
      0.290   -103.153    -66.328    -96.733      0.193    196.226    122.641
      0.291   -103.153    -66.132    -96.610      0.329    196.302    122.762
      0.292   -103.152    -65.935    -96.487      0.466    196.377    122.883
      0.293   -103.152    -65.739    -96.364      0.603    196.452    123.004
      0.294   -103.151    -65.542    -96.241      0.741    196.527    123.125
      0.295   -103.150    -65.346    -96.118      0.879    196.603    123.247
      0.296   -103.149    -65.149    -95.995      1.017    196.678    123.369
      0.297   -103.148    -64.952    -95.871      1.156    196.753    123.490
      0.298   -103.147    -64.756    -95.748      1.294    196.827    123.612
      0.299   -103.146    -64.559    -95.624      1.434    196.902    123.735
      0.300   -103.144    -64.362    -95.500      1.573    196.977    123.857
      0.301   -103.142    -64.165    -95.376      1.713    197.052    123.979
      0.302   -103.141    -63.968    -95.252      1.854    197.127    124.102
      0.303   -103.139    -63.771    -95.128      1.994    197.201    124.225
      0.304   -103.137    -63.573    -95.004      2.135    197.276    124.347
      0.305   -103.135    -63.376    -94.879      2.277    197.350    124.471
      0.306   -103.132    -63.179    -94.755      2.419    197.425    124.594
      0.307   -103.130    -62.981    -94.630      2.561    197.499    124.717
      0.308   -103.127    -62.784    -94.505      2.703    197.574    124.841
      0.309   -103.124    -62.586    -94.381      2.846    197.648    124.964
      0.310   -103.121    -62.388    -94.256      2.989    197.722    125.088
      0.311   -103.118    -62.191    -94.130      3.133    197.796    125.212
      0.312   -103.115    -61.993    -94.005      3.277    197.870    125.336
      0.313   -103.112    -61.795    -93.880      3.421    197.944    125.460
      0.314   -103.108    -61.597    -93.754      3.565    198.018    125.585
      0.315   -103.105    -61.399    -93.629      3.710    198.092    125.709
      0.316   -103.101    -61.201    -93.503      3.856    198.166    125.834
      0.317   -103.097    -61.002    -93.377      4.001    198.239    125.959
      0.318   -103.093    -60.804    -93.251      4.148    198.313    126.084
      0.319   -103.089    -60.606    -93.125      4.294    198.387    126.209
      0.320   -103.084    -60.407    -92.998      4.441    198.460    126.335
      0.321   -103.080    -60.209    -92.872      4.588    198.534    126.460
      0.322   -103.075    -60.010    -92.745      4.736    198.607    126.586
      0.323   -103.070    -59.812    -92.619      4.883    198.680    126.712
      0.324   -103.065    -59.613    -92.492      5.032    198.753    126.838
      0.325   -103.060    -59.414    -92.365      5.180    198.826    126.964
      0.326   -103.055    -59.215    -92.238      5.330    198.900    127.090
      0.327   -103.050    -59.016    -92.111      5.479    198.972    127.216
      0.328   -103.044    -58.817    -91.984      5.629    199.045    127.343
      0.329   -103.038    -58.618    -91.856      5.779    199.118    127.470
      0.330   -103.032    -58.419    -91.729      5.930    199.191    127.597
      0.331   -103.026    -58.220    -91.601      6.080    199.264    127.724
      0.332   -103.020    -58.021    -91.473      6.232    199.336    127.851
      0.333   -103.014    -57.821    -91.345      6.384    199.409    127.978
      0.334   -103.007    -57.622    -91.217      6.536    199.481    128.106
      0.335   -103.001    -57.422    -91.089      6.688    199.553    128.233
      0.336   -102.994    -57.223    -90.961      6.841    199.625    128.361
      0.337   -102.987    -57.023    -90.832      6.994    199.698    128.489
      0.338   -102.980    -56.823    -90.704      7.148    199.770    128.617
      0.339   -102.973    -56.623    -90.575      7.302    199.842    128.746
      0.340   -102.966    -56.424    -90.446      7.456    199.913    128.874
      0.341   -102.958    -56.224    -90.317      7.611    199.985    129.003
      0.342   -102.950    -56.024    -90.188      7.766    200.057    129.132
      0.343   -102.942    -55.824    -90.059      7.922    200.128    129.261
      0.344   -102.934    -55.623    -89.930      8.078    200.200    129.390
      0.345   -102.926    -55.423    -89.800      8.234    200.271    129.519
      0.346   -102.918    -55.223    -89.671      8.391    200.343    129.648
      0.347   -102.910    -55.022    -89.541      8.548    200.414    129.778
      0.348   -102.901    -54.822    -89.411      8.706    200.485    129.907
      0.349   -102.892    -54.621    -89.281      8.864    200.556    130.037
      0.350   -102.883    -54.421    -89.151      9.023    200.627    130.167
      0.351   -102.874    -54.220    -89.021      9.181    200.698    130.298
      0.352   -102.865    -54.019    -88.891      9.341    200.768    130.428
      0.353   -102.855    -53.819    -88.760      9.500    200.839    130.558
      0.354   -102.846    -53.618    -88.630      9.660    200.909    130.689
      0.355   -102.836    -53.417    -88.499      9.821    200.980    130.820
      0.356   -102.826    -53.216    -88.368      9.982    201.050    130.951
      0.357   -102.816    -53.015    -88.237     10.143    201.120    131.082
      0.358   -102.806    -52.814    -88.106     10.305    201.190    131.213
      0.359   -102.795    -52.612    -87.974     10.467    201.260    131.345
      0.360   -102.785    -52.411    -87.843     10.629    201.330    131.476
      0.361   -102.774    -52.210    -87.711     10.792    201.400    131.608
      0.362   -102.763    -52.008    -87.580     10.955    201.469    131.740
      0.363   -102.752    -51.807    -87.448     11.119    201.539    131.872
      0.364   -102.741    -51.605    -87.316     11.283    201.608    132.004
      0.365   -102.730    -51.404    -87.184     11.448    201.678    132.136
      0.366   -102.718    -51.202    -87.052     11.613    201.747    132.269
      0.367   -102.707    -51.000    -86.919     11.779    201.816    132.402
      0.368   -102.695    -50.798    -86.787     11.945    201.885    132.535
      0.369   -102.683    -50.596    -86.654     12.111    201.954    132.668
      0.370   -102.670    -50.394    -86.522     12.278    202.022    132.801
      0.371   -102.658    -50.192    -86.389     12.445    202.091    132.934
      0.372   -102.646    -49.990    -86.256     12.612    202.159    133.067
      0.373   -102.633    -49.788    -86.123     12.780    202.228    133.201
      0.374   -102.620    -49.586    -85.989     12.949    202.296    133.335
      0.375   -102.607    -49.383    -85.856     13.118    202.364    133.469
      0.376   -102.594    -49.181    -85.722     13.287    202.432    133.603
      0.377   -102.580    -48.978    -85.589     13.457    202.500    133.737
      0.378   -102.567    -48.776    -85.455     13.627    202.567    133.872
      0.379   -102.553    -48.573    -85.321     13.798    202.635    134.006
      0.380   -102.539    -48.371    -85.187     13.969    202.702    134.141
      0.381   -102.525    -48.168    -85.053     14.140    202.769    134.276
      0.382   -102.511    -47.965    -84.918     14.312    202.837    134.411
      0.383   -102.497    -47.762    -84.784     14.485    202.904    134.546
      0.384   -102.482    -47.559    -84.649     14.658    202.970    134.681
      0.385   -102.467    -47.356    -84.515     14.831    203.037    134.817
      0.386   -102.452    -47.153    -84.380     15.005    203.104    134.953
      0.387   -102.437    -46.950    -84.245     15.179    203.170    135.088
      0.388   -102.422    -46.747    -84.110     15.354    203.237    135.224
      0.389   -102.407    -46.544    -83.974     15.529    203.303    135.360
      0.390   -102.391    -46.340    -83.839     15.704    203.369    135.497
      0.391   -102.375    -46.137    -83.703     15.880    203.435    135.633
      0.392   -102.359    -45.933    -83.568     16.057    203.500    135.770
      0.393   -102.343    -45.730    -83.432     16.234    203.566    135.907
      0.394   -102.327    -45.526    -83.296     16.411    203.631    136.043
      0.395   -102.310    -45.323    -83.160     16.589    203.697    136.180
      0.396   -102.293    -45.119    -83.023     16.768    203.762    136.318
      0.397   -102.277    -44.915    -82.887     16.946    203.827    136.455
      0.398   -102.260    -44.711    -82.750     17.126    203.892    136.593
      0.399   -102.242    -44.507    -82.614     17.305    203.956    136.730
      0.400   -102.225    -44.303    -82.477     17.486    204.021    136.868
      0.401   -102.207    -44.099    -82.340     17.666    204.085    137.006
      0.402   -102.190    -43.895    -82.203     17.847    204.149    137.144
      0.403   -102.172    -43.691    -82.066     18.029    204.213    137.283
      0.404   -102.154    -43.487    -81.928     18.211    204.277    137.421
      0.405   -102.135    -43.282    -81.791     18.394    204.341    137.560
      0.406   -102.117    -43.078    -81.653     18.577    204.404    137.698
      0.407   -102.098    -42.874    -81.516     18.760    204.468    137.837
      0.408   -102.079    -42.669    -81.378     18.944    204.531    137.976
      0.409   -102.060    -42.465    -81.240     19.129    204.594    138.116
      0.410   -102.041    -42.260    -81.101     19.314    204.657    138.255
      0.411   -102.022    -42.055    -80.963     19.499    204.719    138.395
      0.412   -102.002    -41.851    -80.825     19.685    204.782    138.534
      0.413   -101.982    -41.646    -80.686     19.871    204.844    138.674
      0.414   -101.962    -41.441    -80.547     20.058    204.906    138.814
      0.415   -101.942    -41.236    -80.408     20.246    204.968    138.954
      0.416   -101.922    -41.031    -80.269     20.433    205.030    139.095
      0.417   -101.901    -40.826    -80.130     20.622    205.092    139.235
      0.418   -101.881    -40.621    -79.991     20.811    205.153    139.376
      0.419   -101.860    -40.416    -79.851     21.000    205.214    139.516
      0.420   -101.839    -40.210    -79.712     21.190    205.276    139.657
      0.421   -101.817    -40.005    -79.572     21.380    205.336    139.798
      0.422   -101.796    -39.800    -79.432     21.571    205.397    139.940
      0.423   -101.774    -39.594    -79.292     21.762    205.458    140.081
      0.424   -101.752    -39.389    -79.152     21.954    205.518    140.222
      0.425   -101.730    -39.183    -79.012     22.146    205.578    140.364
      0.426   -101.708    -38.978    -78.871     22.339    205.638    140.506
