#         t          x          y          z         vx         vy         vz
      7.040    162.987      2.618     89.425    253.111   -121.863     60.159
      7.050    165.455      1.399     89.992    240.497   -122.007     53.274
      7.060    167.798      0.179     90.491    228.096   -122.056     46.563
      7.070    170.018     -1.042     90.924    215.892   -122.015     40.014
      7.080    172.117     -2.261     91.292    203.868   -121.888     33.616
      7.090    174.096     -3.479     91.597    192.009   -121.682     27.356
      7.100    175.958     -4.695     91.840    180.302   -121.398     21.227
      7.110    177.703     -5.907     92.022    168.733   -121.041     15.218
      7.120    179.333     -7.115     92.145    157.289   -120.613      9.320
      7.130    180.849     -8.319     92.209    145.959   -120.117      3.526
      7.140    182.253     -9.517     92.216    134.731   -119.555     -2.171
      7.150    183.545    -10.710     92.166    123.594   -118.929     -7.779
      7.160    184.725    -11.895     92.060    112.539   -118.240    -13.304
      7.170    185.796    -13.074     91.900    101.555   -117.489    -18.752
      7.180    186.757    -14.245     91.686     90.632   -116.677    -24.128
      7.190    187.609    -15.407     91.418     79.762   -115.805    -29.439
      7.200    188.352    -16.561     91.097     68.935   -114.874    -34.690
      7.210    188.987    -17.704     90.724     58.142   -113.883    -39.885
      7.220    189.515    -18.838     90.300     47.375   -112.832    -45.029
      7.230    189.935    -19.961     89.824     36.624   -111.722    -50.126
      7.240    190.248    -21.072     89.298     25.881   -110.552    -55.182
      7.250    190.453    -22.171     88.721     15.139   -109.320    -60.199
      7.260    190.550    -23.258     88.094      4.387   -108.027    -65.183
      7.270    190.540    -24.332     87.417     -6.381   -106.671    -70.136
      7.280    190.423    -25.391     86.691    -17.176   -105.251    -75.064
      7.290    190.197    -26.436     85.916    -28.005   -103.765    -79.969
      7.300    189.862    -27.466     85.092    -38.878   -102.211    -84.855
      7.310    189.419    -28.480     84.219    -49.803   -100.588    -89.726
      7.320    188.866    -29.478     83.297    -60.790    -98.893    -94.585
      7.330    188.203    -30.458     82.327    -71.849    -97.124    -99.436
      7.340    187.428    -31.420     81.309    -82.988    -95.277   -104.282
      7.350    186.542    -32.363     80.242    -94.219    -93.350   -109.128
      7.360    185.544    -33.286     79.126   -105.552    -91.339   -113.975
      7.370    184.431    -34.189     77.962   -116.998    -89.240   -118.829
      7.380    183.203    -35.071     76.750   -128.569    -87.048   -123.692
      7.390    181.859    -35.930     75.488   -140.277    -84.759   -128.568
      7.400    180.397    -36.765     74.178   -152.136    -82.367   -133.461
      7.410    178.815    -37.577     72.819   -164.158    -79.867   -138.374
      7.420    177.113    -38.362     71.410   -176.359    -77.252   -143.311
      7.430    175.287    -39.121     69.953   -188.754    -74.514   -148.277
      7.440    173.337    -39.852     68.445   -201.360    -71.646   -153.274
      7.450    171.259    -40.553     66.887   -214.195    -68.639   -158.308
      7.460    169.051    -41.224     65.278   -227.280    -65.482   -163.383
      7.470    166.712    -41.862     63.619   -240.634    -62.165   -168.503
      7.480    164.237    -42.466     61.908   -254.280    -58.676   -173.672
      7.490    161.625    -43.035     60.145   -268.245    -54.999   -178.895
      7.500    158.871    -43.565     58.330   -282.555    -51.119   -184.178
      7.510    155.972    -44.056     56.461   -297.241    -47.020   -189.525
      7.520    152.924    -44.504     54.539   -312.336    -42.679   -194.942
      7.530    149.723    -44.908     52.562   -327.876    -38.075   -200.434
      7.540    146.364    -45.264     50.530   -343.903    -33.181   -206.007
      7.550    142.842    -45.570     48.442   -360.463    -27.967   -211.666
      7.560    139.152    -45.822     46.296   -377.606    -22.397   -217.418
      7.570    135.287    -46.016     44.093   -395.392    -16.432   -223.268
      7.580    131.240    -46.148     41.830   -413.885    -10.024   -229.222
      7.590    127.005    -46.214     39.508   -433.160     -3.116   -235.285
      7.600    122.573    -46.208     37.124   -453.304      4.357   -241.462
      7.610    117.934    -46.124     34.678   -474.413     12.474   -247.755
      7.620    113.079    -45.955     32.168   -496.601     21.332   -254.167
      7.630    107.996    -45.693     29.594   -520.003     31.048   -260.696
      7.640    102.672    -45.329     26.954   -544.771     41.764   -267.335
      7.650     97.093    -44.852     24.247   -571.090     53.659   -274.072
      7.660     91.241    -44.249     21.472   -599.177     66.962   -280.880
      7.670     85.099    -43.504     18.629   -629.290     81.962   -287.718
      7.680     78.644    -42.599     15.718   -661.738     99.040   -294.513
      7.690     71.851    -41.510     12.740   -696.892    118.703   -301.149
      7.700     64.690    -40.208      9.697   -735.191    141.640   -307.430
      7.710     57.129    -38.656      6.594   -777.146    168.817   -313.025
      7.720     49.126    -36.804      3.442   -823.310    201.620   -317.367
      7.730     40.639    -34.585      0.258   -874.182    242.096   -319.431
      7.740     31.619    -31.908     -2.925   -929.860    293.351   -317.336
      7.750     22.025    -28.641     -6.049   -988.979    360.102   -307.423
      7.760     11.853    -24.596     -8.998  -1045.407    448.803   -282.338
      7.770      1.230    -19.538    -11.556  -1079.201    562.855   -229.213
      7.780     -9.419    -13.334    -13.411  -1050.505    678.010   -141.746
      7.790    -19.465     -6.243    -14.386   -958.723    740.220    -53.415
      7.800    -28.539      1.213    -14.611   -856.153    750.975      8.550
      7.810    -36.651      8.655    -14.325   -766.112    737.356     48.526
      7.820    -43.935     15.914    -13.709   -690.690    714.375     74.773
      7.830    -50.525     22.927    -12.872   -627.418    688.372     92.589
      7.840    -56.531     29.679    -11.884   -573.646    661.964    105.035
      7.850    -62.035     36.170    -10.789   -527.272    636.225    113.915
      7.860    -67.105     42.409     -9.618   -486.725    611.569    120.336
      7.870    -71.793     48.407     -8.391   -450.836    588.120    125.003
      7.880    -76.141     54.177     -7.124   -418.730    565.873    128.386
      7.890    -80.183     59.731     -5.828   -389.737    544.764    130.805
      7.900    -83.949     65.078     -4.512   -363.343    524.711    132.487
      7.910    -87.461     70.230     -3.181   -339.142    505.625    133.595
      7.920    -90.741     75.195     -1.842   -316.810    487.419    134.253
      7.930    -93.805     79.982     -0.498   -296.087    470.013    134.558
      7.940    -96.669     84.599      0.848   -276.761    453.332    134.582
      7.950    -99.347     89.052      2.192   -258.655    437.311    134.339
      7.960   -101.848     93.348      3.533   -241.623    421.889    133.881
      7.970   -104.184     97.492      4.869   -225.542    407.013    133.247
      7.980   -106.363    101.491      6.198   -210.308    392.635    132.466
      7.990   -108.394    105.347      7.518   -195.831    378.712    131.559
      8.000   -110.283    109.067      8.828   -182.035    365.204    130.545
      8.010   -112.037    112.653     10.128   -168.852    352.077    129.437
      8.020   -113.663    116.110     11.416   -156.225    339.299    128.247
      8.030   -115.164    119.441     12.693   -144.103    326.841    126.985
      8.040   -116.547    122.649     13.956   -132.441    314.677    125.659
      8.050   -117.815    125.736     15.206   -121.200    302.784    124.275
      8.060   -118.973    128.706     16.441   -110.345    291.140    122.838
      8.070   -120.024    131.560     17.662    -99.843    279.725    121.354
      8.080   -120.972    134.301     18.868    -89.667    268.520    119.826
      8.090   -121.819    136.931     20.058    -79.791    257.508    118.257
      8.100   -122.569    139.452     21.233    -70.193    246.675    116.649
      8.110   -123.224    141.866     22.391    -60.851    236.004    115.005
      8.120   -123.787    144.173     23.533    -51.747    225.483    113.326
      8.130   -124.260    146.376     24.658    -42.863    215.098    111.615
      8.140   -124.645    148.476     25.765    -34.183    204.839    109.870
      8.150   -124.945    150.473     26.855    -25.693    194.692    108.094
      8.160   -125.160    152.370     27.927    -17.380    184.648    106.288
      8.170   -125.293    154.167     28.980     -9.231    174.696    104.450
      8.180   -125.345    155.864     30.016     -1.235    164.827    102.582
      8.190   -125.319    157.464     31.032      6.620    155.031    100.683
      8.200   -125.214    158.965     32.029     14.343    145.300     98.753
      8.210   -125.032    160.370     33.007     21.943    135.625     96.792
      8.220   -124.775    161.678     33.965     29.429    125.997     94.799
      8.230   -124.444    162.890     34.903     36.809    116.408     92.774
      8.240   -124.040    164.006     35.820     44.091    106.851     90.716
      8.250   -123.563    165.027     36.717     51.283     97.318     88.623
      8.260   -123.014    165.953     37.592     58.391     87.800     86.496
      8.270   -122.395    166.783     38.446     65.421     78.291     84.332
      8.280   -121.706    167.519     39.279     72.381     68.784     82.130
      8.290   -120.948    168.159     40.089     79.276     59.269     79.889
      8.300   -120.121    168.704     40.876     86.112     49.741     77.608
      8.310   -119.226    169.153     41.641     92.894     40.191     75.284
      8.320   -118.264    169.508     42.382     99.629     30.612     72.917
      8.330   -117.234    169.766     43.099    106.320     20.997     70.503
      8.340   -116.137    169.927     43.792    112.973     11.337     68.040
      8.350   -114.975    169.992     44.459    119.594      1.624     65.527
      8.360   -113.746    169.959     45.102    126.186     -8.149     62.961
      8.370   -112.451    169.829     45.718    132.755    -17.992     60.338
      8.380   -111.091    169.599     46.308    139.305    -27.912     57.657
      8.390   -109.665    169.270     46.871    145.841    -37.920     54.914
      8.400   -108.174    168.840     47.406    152.368    -48.025     52.104
      8.410   -106.618    168.309     47.913    158.889    -58.235     49.226
      8.420   -104.996    167.675     48.390    165.410    -68.563     46.274
      8.430   -103.309    166.937     48.838    171.935    -79.019     43.244
      8.440   -101.557    166.094     49.255    178.469    -89.614     40.131
      8.450    -99.740    165.144     49.640    185.016   -100.361     36.931
      8.460    -97.857    164.086     49.993    191.581   -111.272     33.636
      8.470    -95.908    162.918     50.312    198.168   -122.363     30.242
      8.480    -93.893    161.638     50.597    204.783   -133.647     26.742
      8.490    -91.812    160.244     50.847    211.430   -145.141     23.127
      8.500    -89.665    158.734     51.059    218.115   -156.862     19.390
      8.510    -87.450    157.105     51.234    224.841   -168.829     15.522
      8.520    -85.168    155.356     51.369    231.615   -181.063     11.513
      8.530    -82.817    153.483     51.463    238.442   -193.585      7.351
      8.540    -80.398    151.483     51.515    245.327   -206.421      3.024
      8.550    -77.910    149.352     51.523    252.275   -219.596     -1.481
      8.560    -75.353    147.089     51.485    259.293   -233.141     -6.180
      8.570    -72.724    144.688     51.398    266.386   -247.088    -11.090
      8.580    -70.024    142.145     51.262    273.560   -261.472    -16.231
      8.590    -67.252    139.456     51.072    280.821   -276.336    -21.625
      8.600    -64.408    136.615     50.828    288.174   -291.723    -27.297
      8.610    -61.489    133.618     50.525    295.624   -307.684    -33.277
      8.620    -58.495    130.459     50.161    303.178   -324.278    -39.596
      8.630    -55.424    127.129     49.731    310.840   -341.569    -46.294
      8.640    -52.277    123.623     49.233    318.612   -359.632    -53.416
      8.650    -49.052    119.932     48.660    326.498   -378.553    -61.014
      8.660    -45.747    116.048     48.010    334.498   -398.431    -69.150
      8.670    -42.361    111.959     47.274    342.608   -419.382    -77.899
      8.680    -38.894    107.654     46.448    350.820   -441.540    -87.349
      8.690    -35.344    103.121     45.523    359.120   -465.066    -97.607
      8.700    -31.711     98.345     44.491    367.482   -490.150   -108.808
      8.710    -27.995     93.309     43.342    375.865   -517.018   -121.115
      8.720    -24.194     87.994     42.062    384.205   -545.947   -134.736
      8.730    -20.311     82.378     40.639    392.401   -577.273   -149.936
      8.740    -16.348     76.435     39.054    400.293   -611.409   -167.059
      8.750    -12.308     70.133     37.286    407.629   -648.868   -186.563
      8.760     -8.200     63.437     35.308    413.999   -690.283   -209.066
      8.770     -4.036     56.304     33.085    418.727   -736.438   -235.423
      8.780      0.161     48.680     30.574    420.650   -788.266   -266.844
      8.790      4.352     40.505     27.714    417.699   -846.771   -305.076
      8.800      8.471     31.708     24.426    406.012   -912.636   -352.628
      8.810     12.392     22.221     20.599    378.121   -984.750   -412.831
      8.820     15.882     12.022     16.094    320.070  -1055.059   -488.166
      8.830     18.557      1.269     10.801    214.896  -1095.641   -570.293
      8.840     20.040     -9.545      4.829     81.684  -1067.065   -624.225
      8.850     20.329    -19.831     -1.457    -23.947   -990.181   -633.011
      8.860     19.748    -29.314     -7.709    -92.188   -906.476   -617.380
      8.870     18.610    -38.000    -13.762   -135.437   -830.553   -593.150
      8.880     17.115    -45.974    -19.562   -163.557   -764.421   -566.898
      8.890     15.386    -53.332    -25.102   -182.335   -707.004   -541.066
      8.900     13.498    -60.151    -30.390   -195.104   -656.787   -516.503
      8.910     11.504    -66.497    -35.440   -203.849   -612.430   -493.441
      8.920      9.435    -72.423    -40.266   -209.803   -572.853   -471.867
      8.930      7.318    -77.973    -44.884   -213.762   -537.211   -451.682
      8.940      5.168    -83.184    -49.306   -216.259   -504.841   -432.757
      8.950      2.998    -88.084    -53.545   -217.661   -475.220   -414.964
      8.960      0.819    -92.700    -57.610   -218.226   -447.933   -398.182
      8.970     -1.363    -97.053    -61.513   -218.144   -422.646   -382.303
      8.980     -3.542   -101.161    -65.261   -217.551   -399.086   -367.230
      8.990     -5.712   -105.042    -68.861   -216.552   -377.030   -352.879
      9.000     -7.871   -108.708    -72.321   -215.224   -356.291   -339.178
      9.010    -10.015   -112.173    -75.648   -213.630   -336.716   -326.060
      9.020    -12.143   -115.448    -78.845   -211.816   -318.171   -313.469
      9.030    -14.251   -118.541    -81.919   -209.819   -300.545   -301.355
      9.040    -16.338   -121.463    -84.874   -207.668   -283.743   -289.675
      9.050    -18.404   -124.220    -87.715   -205.389   -267.681   -278.388
      9.060    -20.446   -126.820    -90.444   -202.998   -252.288   -267.461
      9.070    -22.463   -129.269    -93.066   -200.512   -237.501   -256.861
      9.080    -24.455   -131.573    -95.583   -197.943   -223.264   -246.561
      9.090    -26.422   -133.737    -97.998   -195.301   -209.529   -236.536
      9.100    -28.361   -135.766   -100.315   -192.594   -196.252   -226.763
      9.110    -30.273   -137.664   -102.535   -189.829   -183.396   -217.222
      9.120    -32.157   -139.435   -104.660   -187.012   -170.924   -207.894
      9.130    -34.013   -141.084   -106.694   -184.146   -158.807   -198.761
      9.140    -35.840   -142.613   -108.636   -181.235   -147.015   -189.809
      9.150    -37.638   -144.026   -110.491   -178.282   -135.525   -181.022
      9.160    -39.405   -145.325   -112.258   -175.289   -124.312   -172.387
      9.170    -41.143   -146.513   -113.939   -172.258   -113.356   -163.892
      9.180    -42.850   -147.593   -115.536   -169.189   -102.636   -155.526
      9.190    -44.527   -148.567   -117.050   -166.084    -92.136   -147.277
      9.200    -46.172   -149.437   -118.482   -162.944    -81.839   -139.136
      9.210    -47.786   -150.205   -119.833   -159.767    -71.730   -131.094
      9.220    -49.367   -150.872   -121.104   -156.554    -61.794   -123.140
      9.230    -50.916   -151.442   -122.296   -153.305    -52.019   -115.268
      9.240    -52.433   -151.914   -123.410   -150.018    -42.393   -107.468
      9.250    -53.917   -152.290   -124.446   -146.694    -32.903    -99.734
      9.260    -55.367   -152.572   -125.405   -143.331    -23.539    -92.058
      9.270    -56.783   -152.761   -126.288   -139.928    -14.291    -84.432
      9.280    -58.165   -152.859   -127.094   -136.484     -5.150    -76.851
      9.290    -59.512   -152.865   -127.825   -132.996      3.895    -69.308
      9.300    -60.825   -152.781   -128.480   -129.464     12.851    -61.795
      9.310    -62.102   -152.608   -129.061   -125.885     21.727    -54.308
      9.320    -63.342   -152.347   -129.567   -122.258     30.531    -46.839
      9.330    -64.546   -151.998   -129.998   -118.579     39.271    -39.384
      9.340    -65.714   -151.562   -130.354   -114.848     47.954    -31.935
      9.350    -66.843   -151.039   -130.636   -111.060     56.587    -24.487
      9.360    -67.934   -150.430   -130.844   -107.214     65.178    -17.034
      9.370    -68.987   -149.736   -130.977   -103.306     73.734     -9.570
      9.380    -70.000   -148.956   -131.035    -99.333     82.260     -2.089
      9.390    -70.973   -148.091   -131.019    -95.292     90.764      5.415
      9.400    -71.906   -147.141   -130.927    -91.179     99.252     12.948
      9.410    -72.797   -146.106   -130.760    -86.989    107.732     20.516
      9.420    -73.645   -144.986   -130.516    -82.720    116.209     28.126
      9.430    -74.451   -143.782   -130.197    -78.365    124.690     35.785
      9.440    -75.212   -142.492   -129.800    -73.921    133.182     43.498
      9.450    -75.928   -141.118   -129.326    -69.382    141.691     51.274
      9.460    -76.599   -139.658   -128.775    -64.742    150.224     59.119
      9.470    -77.223   -138.113   -128.144    -59.995    158.788     67.042
      9.480    -77.798   -136.482   -127.433    -55.134    167.390     75.049
      9.490    -78.325   -134.765   -126.642    -50.153    176.037     83.150
      9.500    -78.801   -132.961   -125.770    -45.043    184.738     91.354
      9.510    -79.225   -131.070   -124.815    -39.795    193.498     99.669
      9.520    -79.596   -129.091   -123.776    -34.401    202.328    108.107
      9.530    -79.912   -127.023   -122.652    -28.851    211.234    116.676
      9.540    -80.172   -124.866   -121.441    -23.133    220.225    125.391
      9.550    -80.374   -122.618   -120.143    -17.235    229.312    134.261
      9.560    -80.516   -120.279   -118.755    -11.143    238.503    143.301
      9.570    -80.596   -117.848   -117.276     -4.844    247.808    152.526
      9.580    -80.612   -115.322   -115.704      1.679    257.239    161.949
      9.590    -80.561   -112.702   -114.036      8.445    266.808    171.590
      9.600    -80.441   -109.985   -112.271     15.474    276.525    181.466
      9.610    -80.250   -107.171   -110.406     22.788    286.406    191.598
      9.620    -79.984   -104.256   -108.438     30.412    296.462    202.007
      9.630    -79.640   -101.241   -106.364     38.375    306.711    212.720
      9.640    -79.215    -98.121   -104.182     46.710    317.168    223.764
      9.650    -78.704    -94.896   -101.887     55.452    327.851    235.169
      9.660    -78.104    -91.563    -99.476     64.644    338.779    246.970
      9.670    -77.409    -88.119    -96.945     74.333    349.973    259.206
      9.680    -76.614    -84.562    -94.290     84.575    361.455    271.921
      9.690    -75.714    -80.888    -91.504     95.435    373.250    285.165
      9.700    -74.702    -77.095    -88.583    106.988    385.383    298.996
      9.710    -73.570    -73.179    -85.521    119.322    397.883    313.477
      9.720    -72.311    -69.136    -82.310    132.543    410.781    328.687
      9.730    -70.914    -64.961    -78.943    146.777    424.108    344.711
      9.740    -69.370    -60.651    -75.411    162.176    437.899    361.655
      9.750    -67.664    -56.201    -71.705    178.928    452.185    379.639
      9.760    -65.783    -51.605    -67.813    197.263    466.999    398.809
      9.770    -63.710    -46.858    -63.722    217.470    482.366    419.335
      9.780    -61.423    -41.955    -59.418    239.918    498.301    441.427
      9.790    -58.898    -36.889    -54.884    265.081    514.794    465.333
      9.800    -56.104    -31.656    -50.101    293.586    531.788    491.356
      9.810    -53.005    -26.252    -45.045    326.271    549.139    519.861
      9.820    -49.552    -20.673    -39.689    364.289    566.540    551.275
      9.830    -45.684    -14.924    -34.002    409.254    583.353    586.071
      9.840    -41.321     -9.016    -27.949    463.469    598.278    624.679
      9.850    -36.352     -2.981    -21.489    530.219    608.596    667.170
      9.860    -30.632      3.104    -14.592    613.873    608.453    712.239
      9.870    -23.972      9.072     -7.261    718.116    585.219    753.970
      9.880    -16.209     14.582      0.378    834.513    516.713    773.931
      9.890     -7.449     19.157      7.971    917.517    398.361    744.663
      9.900      1.806     22.555     15.094    933.377    281.210    679.893
      9.910     11.022     24.931     21.556    909.791    193.870    612.488
      9.920     19.933     26.559     27.385    872.428    131.714    553.411
      9.930     28.455     27.650     32.669    832.054     86.483    503.302
      9.940     36.578     28.344     37.489    792.553     52.473    460.688
      9.950     44.317     28.737     41.912    755.203     26.121    424.030
      9.960     51.695     28.894     45.993    720.310      5.181    392.085
      9.970     58.735     28.861     49.773    687.812    -11.811    363.904
      9.980     65.462     28.672     53.286    657.521    -25.838    338.771
      9.990     71.895     28.355     56.561    629.215    -37.584    316.138
     10.000     78.055     27.930     59.619    602.680    -47.538    295.582
     10.010     83.957     27.412     62.481    577.717    -56.058    276.771
